iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
mew,maak1236,Maaka,language,Africa,11.5007,11.9035,832189,83308,126647,83308,-1.31,3.327,9.21,409,11.9035,afro1255,Afro-Asiatic
ymm,maay1238,Maay,language,Africa,3.22288,43.6182,201358,158584,124142,124142,-0.083,3.162,14.436,498,43.6182,afro1255,Afro-Asiatic
muj,mabi1242,Mabire,language,Africa,11.698,18.6282,1319605,151481,132184,132184,-0.431,4.089,1.099,542,18.6282,afro1255,Afro-Asiatic
mxu,mada1293,Mada (Cameroon),language,Africa,10.8806,14.1142,903684,37639,11419,11419,-0.46,3.474,9.741,605,14.1142,afro1255,Afro-Asiatic
maf,mafa1239,Mafa,language,Africa,10.943,13.8181,888459,14423,34272,14423,-0.77,2.945,11.82,608,13.8181,afro1255,Afro-Asiatic
xmj,maje1243,Majera,language,Africa,11.1433,15.044,993450,13458,16877,13458,-0.391,4.235,6.215,307,15.044,afro1255,Afro-Asiatic
mxf,malg1250,Malgbe,language,Africa,12.5342,14.8475,1096259,32052,5148,5148,-1.124,4.519,8.7,287,14.8475,afro1255,Afro-Asiatic
mlt,malt1254,Maltese,language,Eurasia,35.8884,14.4508,7029,8227,141877,7029,-2.581,0.808,12.612,73,14.4508,afro1255,Afro-Asiatic
zns,mang1416,Mangas,language,Africa,10.0839,9.76103,592919,41655,6899,6899,-0.531,2.905,4.605,587,9.76103,afro1255,Afro-Asiatic
mpg,marb1239,Marba,language,Africa,9.50664,15.8444,930575,79236,23537,23537,0.242,3.358,11.905,355,15.8444,afro1255,Afro-Asiatic
mrt,marg1265,Marghi Central,language,Africa,10.93854,13.0521,838610,77370,112774,77370,-0.832,3.266,11.97,437,13.0521,afro1255,Afro-Asiatic
mfm,marg1266,Marghi South,language,Africa,10.53854,12.99521,798641,61471,114287,61471,-0.669,3.116,12.02,485,12.99521,afro1255,Afro-Asiatic
mcn,masa1322,Masana,language,Africa,10.0606,15.4748,943287,22747,8918,8918,0.149,3.549,11.775,331,15.4748,afro1255,Afro-Asiatic
msv,masl1241,Maslam,language,Africa,12.1918,14.8873,1069184,14235,5063,5063,-1.039,4.446,5.521,293,14.8873,afro1255,Afro-Asiatic
mes,masm1239,Masmaje,language,Africa,13.076,19.2769,1473251,99062,101721,99062,-0.494,4.989,0,377,19.2769,afro1255,Afro-Asiatic
mfh,mata1306,Matal,language,Africa,10.9284,14.0474,903026,32067,11440,11440,-0.671,3.157,9.798,709,14.0474,afro1255,Afro-Asiatic
mcw,mawa1270,Mawa (Chad),language,Africa,11.7461,18.2999,1295900,124304,160131,124304,-0.475,4.2,8.789,518,18.2999,afro1255,Afro-Asiatic
dkx,maza1304,Mazagway,language,Africa,10.175,13.6873,814084,71949,57101,57101,-0.071,2.722,9.741,606,13.6873,afro1255,Afro-Asiatic
mpk,mbar1260,Mbara (Chad),language,Africa,10.9585,15.5363,1017438,48672,4090,4090,-0.416,4.148,6.908,320,15.5363,afro1255,Afro-Asiatic
xmd,mbed1242,Mbedam,language,Africa,10.466,13.9322,855968,42701,15367,15367,0.005,3.033,8.7,547,13.9322,afro1255,Afro-Asiatic
mqb,mbuk1243,Mbuko,language,Africa,10.7788,14.1677,898974,43122,7348,7348,-0.005,3.392,9.616,664,14.1677,afro1255,Afro-Asiatic
bbt,mbur1239,Mburku,language,Africa,10.9276,9.81365,683980,37732,77426,37732,-0.762,3.29,9.393,535,9.81365,afro1255,Afro-Asiatic
mfj,mefe1242,Mefele,language,Africa,10.677,13.8201,865751,16507,24257,16507,-0.437,2.354,9.306,733,13.8201,afro1255,Afro-Asiatic
gdq,mehr1241,Mehri,language,Eurasia,21.4268,51.1512,290210,315170,393985,290210,-1.851,4.311,10.82,150,51.1512,afro1255,Afro-Asiatic
meq,mere1246,Merey,language,Africa,10.7458,14.09,890644,35345,12577,12577,-0.026,3.232,9.21,643,14.09,afro1255,Afro-Asiatic
zim,mesm1239,Mesme,language,Africa,9.28888,15.7018,902955,86277,51550,51550,0.233,3.133,9.908,407,15.7018,afro1255,Afro-Asiatic
mys,mesm1243,Mesmes,language,Africa,7.53825,37.5742,689465,9741,45376,9741,-0.945,0.464,0,1770,37.5742,afro1255,Afro-Asiatic
acm,meso1252,Gilit Mesopotamian Arabic,language,Eurasia,33.8178,43.1095,597503,4180,27323,4180,-3.747,3.664,16.258,62,43.1095,afro1255,Afro-Asiatic
mvz,mesq1240,Mesqan,language,Africa,8.10617,38.3386,584807,12245,103293,12245,-1.437,-0.399,12.181,2178,38.3386,afro1255,Afro-Asiatic
mmy,miga1249,Migaama,language,Africa,12.2367,18.9614,1385872,150963,112758,112758,-0.387,4.326,9.903,532,18.9614,afro1255,Afro-Asiatic
mlj,milt1241,Miltu,language,Africa,10.2347,17.4126,1114358,159281,6878,6878,-0.196,3.908,5.598,343,17.4126,afro1255,Afro-Asiatic
hna,mina1276,Mina (Cameroon),language,Africa,10.38053,13.84054,842243,49082,29145,29145,0.036,3.035,9.306,569,13.84054,afro1255,Afro-Asiatic
mvh,mire1238,Mire,language,Africa,9.69132,16.9932,1041177,109642,72051,72051,-0.153,3.788,8.517,343,16.9932,afro1255,Afro-Asiatic
mjs,mish1244,Miship,language,Africa,9.20477,9.33752,486409,19612,69727,19612,0.355,2.102,8.7,699,9.33752,afro1255,Afro-Asiatic
mkf,miya1266,Miya,language,Africa,10.9234,9.71505,680688,37178,79565,37178,-0.714,3.323,10.309,512,9.71505,afro1255,Afro-Asiatic
lhs,mlah1239,Mlahsö,language,Eurasia,37.0311,41.2209,436239,58260,60776,58260,-3.979,2.226,0,439,41.2209,afro1255,Afro-Asiatic
mif,mofu1248,Mofu-Gudur,language,Africa,10.567,14.0314,871529,39547,1500,1500,0.096,3.267,11.002,526,14.0314,afro1255,Afro-Asiatic
mou,mogu1251,Mogum,language,Africa,11.5199,18.6082,1305344,164612,134803,134803,-0.383,4.118,8.854,500,18.6082,afro1255,Afro-Asiatic
mlw,molo1266,Moloko,language,Africa,10.7933,14.2521,906274,52196,6275,6275,0.109,3.663,9.048,439,14.2521,afro1255,Afro-Asiatic
mtl,mont1280,Montol,language,Africa,9.01778,9.65014,477454,17875,74449,17875,0.513,2.614,9.994,450,9.65014,afro1255,Afro-Asiatic
ary,moro1292,Moroccan Arabic,language,Africa,32.5,-7.5,110004,3442,39894,3442,-3.424,1.999,16.749,367,-7.5,afro1255,Afro-Asiatic
mpi,mpad1242,Mpade,language,Africa,12.4609,14.5833,1072490,19844,17197,17197,-1.162,4.366,9.68,289,14.5833,afro1255,Afro-Asiatic
kqx,mser1242,Mser,language,Africa,11.9765,15.0373,1061289,6378,3740,3740,-0.893,4.401,6.215,296,15.0373,afro1255,Afro-Asiatic
mub,mubi1246,Mubi,language,Africa,12.6893,19.5902,1470354,93320,112935,93320,-0.442,4.797,10.472,416,19.5902,afro1255,Afro-Asiatic
moz,muku1242,Mukulu,language,Africa,11.8644,18.1822,1295012,106267,148044,106267,-0.686,4.092,9.393,481,18.1822,afro1255,Afro-Asiatic
mmf,mund1334,Mundat,language,Africa,9.15151,8.76875,467437,9954,39114,9954,0.082,0.911,6.908,1093,8.76875,afro1255,Afro-Asiatic
mse,muse1242,Musey,language,Africa,9.81612,15.4115,919194,20758,32891,20758,0.255,3.441,12.25,333,15.4115,afro1255,Afro-Asiatic
mug,musg1254,Musgu,language,Africa,10.8439,15.1065,974726,3015,3015,3015,-0.265,4.193,11.027,312,15.1065,afro1255,Afro-Asiatic
mje,musk1256,Muskum,language,Africa,11.5697,15.4113,1055241,34646,7393,7393,-0.682,4.399,0,308,15.4113,afro1255,Afro-Asiatic
muy,muya1243,Muyang,language,Africa,10.86047,14.21246,909000,47988,5208,5208,-0.323,3.742,10.309,619,14.21246,afro1255,Afro-Asiatic
sur,mwag1236,Mwaghavul,language,Africa,9.47205,8.96522,505959,4166,51335,4166,-0.282,0.706,12.595,1335,8.96522,afro1255,Afro-Asiatic
jbn,nafu1238,Nafusi,language,Africa,33.4398,9.83329,39589,55192,22134,22134,-3.701,1.783,12.123,337,9.83329,afro1255,Afro-Asiatic
ars,najd1235,Najdi Arabic,language,Eurasia,30.3371,42.1773,534640,220834,278778,220834,-3.803,3.313,15.895,439,42.1773,afro1255,Afro-Asiatic
nnc,nanc1253,Nancere,language,Africa,9.31975,16.1282,941099,78081,21590,21590,0.226,3.298,11.302,364,16.1282,afro1255,Afro-Asiatic
ndm,ndam1251,Ndam,language,Africa,9.79369,17.326,1077163,130686,35397,35397,0.205,3.519,8.78,352,17.326,afro1255,Afro-Asiatic
nbh,ngam1282,Ngamo,language,Africa,12.0048,11.2108,847962,18147,64909,18147,-1.432,3.647,11.002,378,11.2108,afro1255,Afro-Asiatic
anc,ngas1240,Ngas,language,Africa,9.32042,9.46146,502519,937,58876,937,-0.566,1.034,12.899,1188,9.46146,afro1255,Afro-Asiatic
nnn,nget1241,Ngete,language,Africa,9.31902,15.29053,871508,68785,81106,68785,0.19,2.955,9.21,492,15.29053,afro1255,Afro-Asiatic
ngx,nggw1242,Nggwahyi,language,Africa,10.6058,12.9234,800253,56830,122172,56830,-0.73,3.113,7.601,472,12.9234,afro1255,Afro-Asiatic
ngi,ngiz1242,Ngizim,language,Africa,12.1051,11.0178,850008,7050,45297,7050,-1.401,3.744,11.29,362,11.0178,afro1255,Afro-Asiatic
ngw,ngwa1251,Ngwaba,language,Africa,10.0921,12.7942,745679,48775,87347,48775,-0.267,2.696,9.21,512,12.7942,afro1255,Afro-Asiatic
mfk,nort3046,North Mofu,language,Africa,10.6834,14.1117,887000,39733,9058,9058,-0.026,3.232,10.222,555,14.1117,afro1255,Afro-Asiatic
gis,nort3047,North Giziga,language,Africa,10.6755,14.219,894138,51055,3535,3535,0.061,3.421,9.903,466,14.219,afro1255,Afro-Asiatic
apc,nort3139,North Levantine Arabic,language,Eurasia,34.1709,36.0468,41230,12828,50705,12828,-5.028,-2.208,15.99,2200,36.0468,afro1255,Afro-Asiatic
ayp,nort3142,North Mesopotamian Arabic,language,Eurasia,36.2986,42.0047,532392,65260,72829,65260,-3.943,2.394,15.502,424,42.0047,afro1255,Afro-Asiatic
kcn,nubi1253,Nubi,language,Africa,-0.183215,34.7552,667709,3590,95648,3590,0.265,0.603,10.17,1141,34.7552,afro1255,Afro-Asiatic
dbq,nucl1683,Daba,language,Africa,10.3521,13.6318,824959,54049,49980,49980,-0.396,2.239,10.086,817,13.6318,afro1255,Afro-Asiatic
bol,nucl1695,Bole,language,Africa,11.4839,11.2322,796542,46258,117872,46258,-1.291,3.207,11.513,456,11.2322,afro1255,Afro-Asiatic
tan,nucl1696,Tangale,language,Africa,9.75444,11.3228,630242,34753,41979,34753,-0.663,2.8,11.775,444,11.3228,afro1255,Afro-Asiatic
mid,nucl1706,Mandaic,language,Eurasia,31.3443,48.8128,76678,5887,5887,5887,-3.006,4.387,8.517,19,48.8128,afro1255,Afro-Asiatic
nmi,nyam1285,Nyam,language,Africa,9.18024,10.83652,550189,33369,19099,19099,-0.14,3.192,4.605,199,10.83652,afro1255,Afro-Asiatic
nja,nzan1240,Nzanyi,language,Africa,10.0666,13.3343,779821,82583,82583,82583,-0.286,2.323,11.252,963,13.3343,afro1255,Afro-Asiatic
acx,oman1239,Omani Arabic,language,Eurasia,23.25,58.5,3454,12116,81821,3454,-2.447,1.905,13.487,880,58.5,afro1255,Afro-Asiatic
orc,orma1241,Orma,language,Africa,-1.79489,39.60749,123601,70249,64573,64573,0.076,2.347,11.102,144,39.60749,afro1255,Afro-Asiatic
pqa,paaa1242,Pa'a,language,Africa,11.0175,9.30091,680752,54159,101579,54159,-0.803,2.962,8.987,633,9.30091,afro1255,Afro-Asiatic
pbi,park1239,Parkwa,language,Africa,11.0206,14.0964,914292,41529,4368,4368,-0.494,3.626,10.309,619,14.0964,afro1255,Afro-Asiatic
pip,pero1241,Pero,language,Africa,9.62092,11.044,603981,53167,43674,43674,-0.386,3.109,10.127,332,11.044,afro1255,Afro-Asiatic
lme,peve1243,Peve,language,Africa,9.16111,14.441,792934,46023,83540,46023,0.172,3.079,10.309,327,14.441,afro1255,Afro-Asiatic
piy,piya1245,Piya-Kwonci,language,Africa,9.31975,10.8379,564415,38028,30020,30020,-0.217,3.105,8.517,323,10.8379,afro1255,Afro-Asiatic
plj,polc1243,Polci,language,Africa,10.0258,9.53362,579661,62426,2509,2509,-0.412,2.735,9.999,661,9.53362,afro1255,Afro-Asiatic
kvj,psik1239,Psikye,language,Africa,10.677,13.569,848483,27552,51581,27552,-0.743,2.779,10.609,794,13.569,afro1255,Afro-Asiatic
mfl,puta1243,Putai,language,Africa,10.83854,12.99521,825960,77715,116213,77715,-0.862,3.148,3.912,485,12.99521,afro1255,Afro-Asiatic
pcw,pyap1239,Pyapun,language,Africa,9.09539,9.43733,477959,25655,72181,25655,0.421,2.266,9.758,387,9.43733,afro1255,Afro-Asiatic
ahg,qima1242,Qimant,language,Africa,12.8119,37.0542,369885,55744,150937,55744,-0.347,2.049,7.409,1299,37.0542,afro1255,Afro-Asiatic
rel,rend1243,Rendille,language,Africa,2.27065,37.3608,618491,58185,65609,58185,-0.492,3.235,11.002,532,37.3608,afro1255,Afro-Asiatic
cla,ronn1241,Ron,language,Africa,9.3,9.02,488415,12557,58310,12557,-0.333,0.729,11.653,1333,9.02,afro1255,Afro-Asiatic
saa,saba1276,Saba,language,Africa,11.3072,18.4906,1280528,157486,151087,151087,-0.425,3.955,7.2,564,18.4906,afro1255,Afro-Asiatic
ssy,saho1246,Saho,language,Africa,14.75,39.75,46648,33852,182947,33852,-0.737,1.831,12.16,1317,39.75,afro1255,Afro-Asiatic
aec,said1239,Saidi Arabic,language,Africa,25.4132,30.5302,350639,3455,166802,3455,-3.421,2.398,16.76,66,30.5302,afro1255,Afro-Asiatic
smp,sama1313,Samaritan,language,Eurasia,32.0817,35.4487,52187,11948,62283,11948,-2.737,3.066,0,88,35.4487,afro1255,Afro-Asiatic
sam,sama1314,Samaritan Aramaic,language,Eurasia,32.3107,35.258,36433,20434,36716,20434,-3.072,1.141,0,472,35.258,afro1255,Afro-Asiatic
ayn,sana1295,Sanaani Arabic,language,Eurasia,15.6552,44.8412,205362,52190,320039,52190,-2.49,2.29,15.844,1297,44.8412,afro1255,Afro-Asiatic
swy,saru1245,Sarua,language,Africa,10.5987,17.031,1108015,170533,4749,4749,-0.262,4.032,7.601,338,17.031,afro1255,Afro-Asiatic
swn,sawk1238,Sawknah-Fogaha,language,Africa,29.16,15.9742,242295,18351,360583,18351,-3.481,3.09,8.631,265,15.9742,afro1255,Afro-Asiatic
say,saya1246,Saya,language,Africa,9.69441,9.71748,550480,49138,24879,24879,-0.36,2.631,10.82,605,9.71748,afro1255,Afro-Asiatic
sgw,seba1251,Sebat Bet Gurage,language,Africa,8.11879,37.9891,612831,26636,66451,26636,-1.421,-0.342,12.995,2263,37.9891,afro1255,Afro-Asiatic
syn,sena1268,Senaya,language,Eurasia,35.7776,51.4363,96930,9810,20276,9810,-5.673,0.901,4.094,1579,51.4363,afro1255,Afro-Asiatic
sds,sene1271,Sened,language,Africa,34.4678,9.43778,43541,28882,19361,19361,-3.843,1.489,0,273,9.43778,afro1255,Afro-Asiatic
sjs,senh1238,Senhaja De Srair,language,Africa,34.9992,-4.51293,12068,19614,40507,12068,-4.087,-0.173,10.597,849,-4.51293,afro1255,Afro-Asiatic
scw,shaa1247,Sha,language,Africa,9.23281,8.77569,476443,10291,36125,10291,-0.154,0.622,8.006,1280,8.77569,afro1255,Afro-Asiatic
swq,shar1249,Sharwa,language,Africa,10.1414,13.5657,802527,78453,69221,69221,-0.281,2.304,8.537,780,13.5657,afro1255,Afro-Asiatic
shv,sheh1240,Jibbali,language,Eurasia,17.29154,53.99526,9703,135543,56919,9703,-2.332,2.692,10.127,722,53.99526,afro1255,Afro-Asiatic
ssh,shih1239,Shihhi Arabic,language,Eurasia,25.939,56.1711,22916,10194,48007,10194,-3.237,1.781,8.517,939,56.1711,afro1255,Afro-Asiatic
sid,sida1246,Sidamo,language,Africa,6.74176,38.3729,689172,15765,167337,15765,-1.102,-0.149,14.907,1916,38.3729,afro1255,Afro-Asiatic
stv,silt1240,Silt'e,language,Africa,7.77004,38.1449,625814,16624,81552,16624,-1.726,-0.202,13.748,2149,38.1449,afro1255,Afro-Asiatic
sir,siri1278,Siri,language,Africa,10.764,9.66743,662310,42010,62315,42010,-0.714,3.163,8.243,514,9.66743,afro1255,Afro-Asiatic
siz,siwi1239,Siwi,language,Africa,29.200415,25.519627,240953,3527,512450,3527,-3.73,3.077,10.309,0,25.519627,afro1255,Afro-Asiatic
sok,soko1263,Sokoro,language,Africa,11.4634,17.6423,1221613,94144,112815,94144,-0.399,4.293,8.517,368,17.6423,afro1255,Afro-Asiatic
som,soma1255,Somali,language,Africa,4.778704,45.152856,232724,80485,303147,80485,0.168,3.863,15.937,192,45.152856,afro1255,Afro-Asiatic
sor,somr1248,Somrai,language,Africa,9.65897,16.6784,1011708,106682,42580,42580,0.208,3.453,8.911,346,16.6784,afro1255,Afro-Asiatic
sqt,soqo1240,Soqotri,language,Eurasia,12.4892,53.9168,14016,336558,419194,14016,-1.188,1.616,10.951,615,53.9168,afro1255,Afro-Asiatic
giz,sout3051,South Giziga,language,Africa,10.2809,14.1931,860175,66853,20832,20832,0.249,3.463,11.002,445,14.1931,afro1255,Afro-Asiatic
ajp,sout3123,South Levantine Arabic,language,Eurasia,31.5601,38.0837,307153,81169,271258,81169,-4.141,2.118,15.068,753,38.0837,afro1255,Afro-Asiatic
arb,stan1318,Standard Arabic,language,Eurasia,27.9625,43.8525,390738,158357,405809,158357,-3.317,3.485,19.143,620,43.8525,afro1255,Afro-Asiatic
apd,suda1236,Sudanese Arabic,language,Africa,17.8021,33.3179,427853,72906,66608,66608,-1.786,5.281,16.524,499,33.3179,afro1255,Afro-Asiatic
pga,suda1237,Sudanese Creole Arabic,language,Africa,5.654,28.774,1573344,119976,222980,119976,0.406,2.056,9.903,558,28.774,afro1255,Afro-Asiatic
syk,suku1272,Sukur,language,Africa,10.8933,13.6437,872375,16563,51316,16563,-0.594,3.2,9.602,605,13.6437,afro1255,Afro-Asiatic
shy,tach1249,Chaouia of the Aures,language,Africa,35.1867,6.88901,179958,10971,146864,10971,-4.362,0.048,14.152,992,6.88901,afro1255,Afro-Asiatic
shi,tach1250,Tachelhit,language,Africa,29.7854,-7.77879,197022,100862,61420,61420,-4.029,2.376,15.174,922,-7.77879,afro1255,Afro-Asiatic
oua,taga1278,Ouargli,language,Africa,31.9454,5.28444,480303,14769,298929,14769,-3.718,3.473,8.517,184,5.28444,afro1255,Afro-Asiatic
thv,taha1241,Tahaggart Tamahaq,language,Africa,22.5908,8.73169,1183681,221866,260829,221866,-2.625,3.189,10.597,811,8.73169,afro1255,Afro-Asiatic
acq,taiz1242,Ta'izzi-Adeni Arabic,language,Eurasia,13.6555,45.6411,31785,155536,329389,31785,-1.706,2.576,15.727,960,45.6411,afro1255,Afro-Asiatic
abh,taji1248,Tajiki Arabic,language,Eurasia,37.2176,67.3267,1187351,16497,3583,3583,-4.967,2.252,6.908,305,67.3267,afro1255,Afro-Asiatic
tak,tala1295,Tala,language,Africa,10.233,9.85457,611760,22453,13443,13443,-0.62,2.934,6.908,611,9.85457,afro1255,Afro-Asiatic
tal,tall1250,Tal,language,Africa,9.15354,9.50774,486449,19479,77448,19479,0.155,1.973,9.21,544,9.50774,afro1255,Afro-Asiatic
taq,tama1365,Tamasheq,language,Africa,14.2038,-2.41269,968538,31851,130806,31851,-0.746,4.309,12.429,296,-2.41269,afro1255,Afro-Asiatic
tdk,tamb1267,Tambas,language,Africa,9.36039,9.32836,502728,15872,54750,15872,-0.36,1.104,8.006,921,9.32836,afro1255,Afro-Asiatic
tax,tamk1242,Tamki,language,Africa,11.4926,18.2295,1271739,140817,146550,140817,-0.432,4.107,6.215,502,18.2295,afro1255,Afro-Asiatic
rif,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,language,Africa,34.916974,-3.430616,28533,12682,55488,12682,-3.402,0.791,14.055,384,-3.430616,afro1255,Afro-Asiatic
ttq,tawa1286,Tawallammat Tamajaq,language,Africa,13.9878,4.47692,841898,33380,159658,33380,-0.802,4.453,13.017,274,4.47692,afro1255,Afro-Asiatic
thz,taya1257,Tayart Tamajeq,language,Africa,16.9232,7.6743,1223810,205060,357231,205060,-1.884,5.107,12.429,446,7.6743,afro1255,Afro-Asiatic
grr,tazn1238,Sud Oranais-Gourara,language,Africa,29.1107,0.01992,661500,99148,664625,99148,-3.445,3.938,10.968,212,0.01992,afro1255,Afro-Asiatic
tjo,tema1243,Oued Righ,language,Africa,33.3489,6.06562,360330,55814,155007,55814,-3.63,3.143,8.7,64,6.06562,afro1255,Afro-Asiatic
ttr,tera1251,Tera,language,Africa,11.0376,11.80953,781321,34955,74407,34955,-1.107,3.291,11.523,391,11.80953,afro1255,Afro-Asiatic
tia,tidi1241,Tidikelt-Tuat Tamazight,language,Africa,27.019,1.86218,937006,173025,597543,173025,-3.229,3.952,6.908,263,1.86218,afro1255,Afro-Asiatic
tig,tigr1270,Tigre,language,Africa,17.3494,38.2233,58261,158640,178746,58261,-2.365,1.549,13.864,1931,38.2233,afro1255,Afro-Asiatic
tir,tigr1271,Tigrinya,language,Africa,15.3359,38.9266,61101,3904,73233,3904,-2.55,0.663,15.279,2353,38.9266,afro1255,Afro-Asiatic
tng,toba1280,Tobanga,language,Africa,9.8289,16.209,984161,103742,23380,23380,0.11,3.499,10.309,345,16.209,afro1255,Afro-Asiatic
trj,tora1267,Toram,language,Africa,11.2027,19.5254,1363544,85587,56748,56748,-0.342,4.023,9.043,451,19.5254,afro1255,Afro-Asiatic
tsb,tsam1247,Tsamai,language,Africa,5.3097,36.9139,867020,61441,51254,51254,-0.356,0.998,9.798,598,36.9139,afro1255,Afro-Asiatic
tsh,tsuv1243,Tsuvan,language,Africa,10.1551,13.628,808146,75253,63196,63196,-0.209,2.435,7.741,674,13.628,afro1255,Afro-Asiatic
tmc,tuma1260,Tumak,language,Africa,9.43747,17.4216,1062776,101954,49643,49643,0.199,3.399,10.135,368,17.4216,afro1255,Afro-Asiatic
mzb,tumz1238,Tumzabt,language,Africa,32.5014,3.85035,461070,6517,242396,6517,-3.782,2.876,11.918,473,3.85035,afro1255,Afro-Asiatic
aeb,tuni1259,Tunisian Arabic,language,Africa,33.7966,9.56156,31991,15612,42496,15612,-3.509,2.031,16.013,125,9.56156,afro1255,Afro-Asiatic
tqq,tunn1238,Tunni,language,Africa,1.06167,43.6847,34803,22144,111509,22144,0.344,2.081,10.043,43,43.6847,afro1255,Afro-Asiatic
tru,turo1239,Turoyo,language,Eurasia,37.2275,42.1451,439324,4645,11229,4645,-3.817,2.111,8.006,509,42.1451,afro1255,Afro-Asiatic
ubi,ubii1238,Ubi,language,Africa,11.8006,18.558,1321108,138067,140266,138067,-0.486,4.114,7.003,546,18.558,afro1255,Afro-Asiatic
auz,uzbe1248,Uzbeki Arabic,language,Eurasia,40.2612,65.3864,976795,9290,9290,9290,-5.451,1.178,6.551,405,65.3864,afro1255,Afro-Asiatic
mlr,vame1236,Vame,language,Africa,10.9481,14.2131,916383,49905,4498,4498,-0.346,3.788,9.048,421,14.2131,afro1255,Afro-Asiatic
vem,vemg1240,Vemgo-Mabas,language,Africa,10.8301,13.6633,868173,12330,45998,12330,-0.814,2.716,9.21,832,13.6633,afro1255,Afro-Asiatic
ssn,waat1238,Waata,language,Africa,0.55656,37.8568,443587,51813,89323,51813,-0.874,2.357,9.441,924,37.8568,afro1255,Afro-Asiatic
mfi,wand1278,Wandala,language,Africa,11.3169,13.8996,926569,27403,43390,27403,-0.509,3.826,10.065,343,13.8996,afro1255,Afro-Asiatic
wji,warj1253,Warji,language,Africa,11.1718,9.56925,703523,20241,108494,20241,-0.685,3.369,11.261,489,9.56925,afro1255,Afro-Asiatic
gaz,west2721,West Central Oromo,language,Africa,8.81391,36.7365,684747,68957,124406,68957,-0.267,0.262,16.004,1533,36.7365,afro1255,Afro-Asiatic
amw,west2763,Western Neo-Aramaic,language,Eurasia,33.8162,36.484,81861,37687,61873,37687,-5.211,-0.336,9.616,1445,36.484,afro1255,Afro-Asiatic
udl,wuzl1236,Wuzlam,language,Africa,10.955,14.1378,911630,42343,4616,4616,-0.481,3.504,9.259,524,14.1378,afro1255,Afro-Asiatic
xan,xamt1239,Xamtanga,language,Africa,12.4479,38.8352,300554,11623,134803,11623,-2.214,0.927,12.269,2252,38.8352,afro1255,Afro-Asiatic
muu,yaak1241,Yaaku,language,Africa,0.46863,37.1008,495563,25537,120973,25537,-1.703,0.62,3.912,1687,37.1008,afro1255,Afro-Asiatic
gek,yiwo1237,Yiwom,language,Africa,8.97395,9.78757,478470,19739,59566,19739,0.457,2.702,9.554,252,9.78757,afro1255,Afro-Asiatic
zah,zang1255,Zangwal,language,Africa,10.2284,9.74694,607716,31831,3122,3122,-0.567,2.886,4.605,691,9.74694,afro1255,Afro-Asiatic
zaz,zari1242,Zari,language,Africa,9.71269,9.40332,542494,41480,15684,15684,-0.404,2.157,0,798,9.40332,afro1255,Afro-Asiatic
zwa,zayy1238,Zay,language,Africa,8.01148,38.8258,554037,538,155260,538,-1.55,0.558,8.493,1638,38.8258,afro1255,Afro-Asiatic
zua,zeem1242,Zeem,language,Africa,9.95001,9.28934,564951,35150,14696,14696,-0.409,2.274,5.991,876,9.28934,afro1255,Afro-Asiatic
zen,zena1248,Zenaga,language,Africa,16.82,-16.1711,37045,12636,77187,12636,-1.21,3.917,5.298,11,-16.1711,afro1255,Afro-Asiatic
zrn,zire1244,Zirenkel,language,Africa,12.2275,18.5374,1350638,108627,108795,108627,-0.354,4.485,7.714,436,18.5374,afro1255,Afro-Asiatic
